Imovel_ID,Preço,Area,Latitude,Longitude,Qtde_Quartos,Qtde_Banheiros,Qtde_Suites,Vagas_Garagem,Valor_IPTU,Valor_Cond,Regiao,Bairro,DataExtração,Rua,Numero
346783,235334.77,33.64,-19.9240358,-43.9384257,1,1,1,1,1,250,centro-sul,Lourdes,25/08/18,Rua Espírito Santo,1059
347193,238209.24,32.95,-19.9240358,-43.9384257,1,1,1,1,1,1,centro-sul,Lourdes,25/08/18,Rua Espírito Santo,1059
347098,240065,33.64,-19.9240358,-43.9384257,1,1,1,1,1,1,centro-sul,Lourdes,25/08/18,Rua Espírito Santo,1059
347195,242465.65,33.64,-19.9240358,-43.9384257,1,1,1,1,1,1,centro-sul,Lourdes,25/08/18,Rua Espírito Santo,1059
3253578,242997.25,32.95,-19.9240358,-43.9384257,1,1,1,1,1,234,centro-sul,Centro,25/08/18,Rua Espírito Santo,1059
347209,246775.81,34.01,-19.9240358,-43.9384257,1,1,1,1,1,1,centro-sul,Lourdes,25/08/18,Rua Espírito Santo,1059
347315,247339.21,33.64,-19.9240358,-43.9384257,1,1,1,1,1,1,centro-sul,Lourdes,25/08/18,Rua Espírito Santo,1059
1993125,265000,72,-19.9561057,-43.967286,2,2,0,1,53.56,300,oeste,Estoril,25/08/18,Rua Cordelina Silveira Matos,150
3244353,265000,78,-19.9161602,-43.9679287,3,2,0,1,68.01,369.6,noroeste,Padre Eustáquio,25/08/18,Rua Frederico Bracher Júnior,200
346604,265829.2,37.15,-19.9240358,-43.9384257,1,1,1,1,1,250,centro-sul,Lourdes,25/08/18,Rua Espírito Santo,1059
346920,271172.37,37.15,-19.9240358,-43.9384257,1,1,1,1,1,250,centro-sul,Lourdes,25/08/18,Rua Espírito Santo,1059
347197,276622.93,37.15,-19.9240358,-43.9384257,1,1,1,1,1,1,centro-sul,Lourdes,25/08/18,Rua Espírito Santo,1059
3253528,278110.14,36.66,-19.9240358,-43.9384257,1,1,1,1,1,234,centro-sul,Centro,25/08/18,Rua Espírito Santo,1059
3253507,278457.92,35.95,-19.9240358,-43.9384257,1,1,1,1,1,234,centro-sul,Centro,25/08/18,Rua Espírito Santo,1059
346927,284054.92,35.95,-19.9240358,-43.9384257,1,1,1,1,1,1,centro-sul,Lourdes,25/08/18,Rua Espírito Santo,1059
3253508,287705.6,41.07,-19.9240358,-43.9384257,1,1,1,1,1,234,centro-sul,Lourdes,25/08/18,Rua Espírito Santo,1059
346608,289207.36,38.36,-19.9240358,-43.9384257,1,1,1,1,1,250,centro-sul,Lourdes,25/08/18,Rua Espírito Santo,1059
347214,289402.53,36.66,-19.9240358,-43.9384257,1,1,1,1,1,1,centro-sul,Lourdes,25/08/18,Rua Espírito Santo,1059
346924,293488.48,41.07,-19.9240358,-43.9384257,1,1,1,1,1,1,centro-sul,Lourdes,25/08/18,Rua Espírito Santo,1059
346926,295020.43,38.36,-19.9240358,-43.9384257,1,1,1,1,1,1,centro-sul,Lourdes,25/08/18,Rua Espírito Santo,1059
3253564,295588.69,35.95,-19.9240358,-43.9384257,1,1,1,1,1,234,centro-sul,Centro,25/08/18,Rua Espírito Santo,1059
347190,299387.6,41.07,-19.9240358,-43.9384257,1,1,1,1,1,1,centro-sul,Lourdes,25/08/18,Rua Espírito Santo,1059
347215,300950.34,38.36,-19.9240358,-43.9384257,1,1,1,1,1,1,centro-sul,Lourdes,25/08/18,Rua Espírito Santo,1059
347222,302381.48,41.07,-19.9240358,-43.9384257,1,1,1,1,1,1,centro-sul,Lourdes,25/08/18,Rua Espírito Santo,1059
3253509,306033.52,40.05,-19.9240358,-43.9384257,1,1,1,1,1,234,centro-sul,Centro,25/08/18,Rua Espírito Santo,1059
3253565,306999.44,38.36,-19.9240358,-43.9384257,1,1,1,1,1,234,centro-sul,Centro,25/08/18,Rua Espírito Santo,1059
346603,307450,62.28,-19.9240358,-43.9384257,1,1,1,1,1,250,centro-sul,Lourdes,25/08/18,Rua Espírito Santo,1059
346914,309093.86,40.05,-19.9240358,-43.9384257,1,1,1,1,1,250,centro-sul,Lourdes,25/08/18,Rua Espírito Santo,1059
346891,310524.5,62.28,-19.9240358,-43.9384257,1,1,1,1,1,250,centro-sul,Lourdes,25/08/18,Rua Espírito Santo,1059
346589,311547.6,68.9,-19.9240358,-43.9384257,1,1,1,1,1,300,centro-sul,Lourdes,25/08/18,Rua Espírito Santo,1059
3253558,312184.79,40.05,-19.9240358,-43.9384257,1,1,1,1,1,234,centro-sul,Centro,25/08/18,Rua Espírito Santo,1059
346919,313629.75,62.28,-19.9240358,-43.9384257,1,1,1,1,1,250,centro-sul,Lourdes,25/08/18,Rua Espírito Santo,1059
347097,316766.04,62.28,-19.9240358,-43.9384257,1,1,1,1,1,1,centro-sul,Lourdes,25/08/18,Rua Espírito Santo,1059
346908,317809.71,68.9,-19.9240358,-43.9384257,1,1,1,1,1,250,centro-sul,Lourdes,25/08/18,Rua Espírito Santo,1059
347217,318459.71,40.05,-19.9240358,-43.9384257,1,1,1,1,1,1,centro-sul,Lourdes,25/08/18,Rua Espírito Santo,1059
347196,319933.7,62.28,-19.9240358,-43.9384257,1,1,1,1,1,1,centro-sul,Lourdes,25/08/18,Rua Espírito Santo,1059
347175,324197.68,68.9,-19.9240358,-43.9384257,1,1,1,1,1,1,centro-sul,Lourdes,25/08/18,Rua Espírito Santo,1059
3252244,360000,66.79,-19.9764685,-43.9782658,2,1,0,2,123.6,385,oeste,Buritis,25/08/18,Rua José Phino Aleixo,79
3257021,505000,111.64,-19.967102,-43.970873,3,3,1,3,149,692,oeste,Buritis,25/08/18,Rua Iracy Manata,98
3255140,790000,176.82,-19.9766057,-43.9774565,3,2,1,3,0.01,0.01,oeste,Buritis,25/08/18,Avenida Aggeo Pio Sobrinho,201
43732,830000,180,-19.9489041,-43.9474237,4,3,1,2,184,1100,centro-sul,Santo Antônio,25/08/18,Rua Pitangueiras,601
3255591,860000,176.82,-19.9749628,-43.9769795,3,2,1,3,0.01,0.01,oeste,Buritis,25/08/18,Avenida Aggeo Pio Sobrinho,201
3253841,990000,230,-19.9694997,-43.9717477,4,4,2,3,315,697.86,oeste,Buritis,25/08/18,Rua Maria Heilbuth Surette,1404
1609100,2500000,415.51,-19.931638,-43.936373,5,4,2,2,620.81,1800,centro-sul,Lourdes,25/08/18,Rua Gonçalves Dias,1316
346925,283700.16,36.66,-19.9240358,-43.9384257,1,1,1,1,1,1,centro-sul,Lourdes,25/08/18,Rua Espírito Santo,1059
3236345,562000,87,-19.9728915,-43.970122,3,2,1,2,231,700,oeste,Buritis,25/08/18,Rua Clementino Viana Dotti,162
1527241,249000,55,-19.9555608,-43.9674879,2,1,0,1,79,280,oeste,Estoril,25/08/18,Rua Cordelina Silveira Matos,74
3254895,1050000,153,-19.9689576,-43.9707474,4,4,2,4,398,1000,oeste,Buritis,25/08/18,Rua Fidélis Martins,127
1582120,150000,46,-19.9388014,-44.0241569,2,1,0,1,0,100,noroeste,Vila Magnesita,25/08/18,Rua Padre Tiago de Almeida,296
3239276,160000,41.82,-19.9178025,-43.9679438,2,1,0,1,26.62,150,noroeste,Padre Eustáquio,25/08/18,Rua José Azevedo,35
3241787,170000,43.42,-19.9319127,-44.0163073,2,0,0,1,62.48,230,noroeste,Santa Maria,25/08/18,Rua das Ostras,95
3241987,180000,55.62,-19.8736338,-43.9393029,2,1,0,0,55.62,150,nordeste,Palmares,25/08/18,Rua José Cleto,1785
3240430,205000,63.71,-19.871096,-43.943787,3,1,0,1,0,160,nordeste,Palmares,25/08/18,Rua José Cleto,1455
3238738,215000,75,-19.965103,-43.9693058,3,1,1,1,65.44,250,oeste,Estrela Dalva,25/08/18,Avenida Costa do Marfim,125
1581016,220000,45,-19.826187,-43.974322,2,1,0,1,1,1,pampulha,Santa Mônica,25/08/18,Rua Coelho Neto,210
1581205,220000,45,-19.826187,-43.974322,2,1,0,1,1,1,pampulha,Santa Mônica,25/08/18,Rua Coelho Neto,210
1581591,220000,45,-19.8259478,-43.9726117,2,1,0,1,1,1,pampulha,Santa Mônica,25/08/18,Rua Coelho Neto,210
3237657,220000,50,-19.8735403,-43.9982521,2,1,0,1,65,100,pampulha,Castelo,25/08/18,Rua Castelo de Ajuda,212
2708098,225000,59.19,-19.8404289,-43.9379828,3,1,0,1,62.47,250,norte,Heliópolis,25/08/18,Rua Abdenago Lisboa,60
25734,232500,37.11,-19.8618619,-43.9409786,1,1,0,1,1,150,pampulha,Dona Clara,25/08/18,Rua Bento Mendes Castanheira,40
3238487,235000,70,-19.9650919,-43.968888,3,1,0,1,68.68,184,oeste,Havaí,25/08/18,Avenida Costa do Marfim,100
44712,239000,47.07,-19.9681351,-43.9841506,2,1,0,1,0.01,0.01,oeste,Palmeiras,25/08/18,Rua Senhora do Porto,1600
44717,239000,47.07,-19.9680522,-43.9840269,2,1,0,1,1,1,oeste,Palmeiras,25/08/18,Rua Senhora do Porto,1600
3253774,239000,46.6,-19.9680522,-43.9840269,2,2,0,1,1,407.21,oeste,Palmeiras,25/08/18,Rua Senhora do Porto,1600
3255355,240000,63.23,-20.00491,-44.005105,2,2,1,1,77,300,barreiro,Cardoso,25/08/18,Rua Augusto Muniz,255
362410,253775.25,55.35,-19.9223334,-44.0101878,3,1,1,1,135,368.8,noroeste,Minas Brasil,25/08/18,Avenida das Castanholas,246
3259042,265000,61,-19.969096,-43.9679403,3,2,1,1,86.43,230,oeste,Buritis,25/08/18,Rua Professora Bartira Mourão,596
3235966,270000,82,-19.8906515,-43.9309798,4,2,1,1,105,421,nordeste,Silveira,25/08/18,Rua Agostinho Azzi,51
3247179,270000,65,-19.8933731,-43.9320097,2,2,0,1,88.38,370,nordeste,Silveira,25/08/18,Rua São Gonçalo,1137
3256419,280000,86,-19.970252,-43.972933,2,1,0,1,80,215,oeste,Buritis,25/08/18,Rua Eduardo Frieiro,70
38952,286825.05,62.69,-19.9222306,-44.0104011,3,1,1,2,135,368.8,noroeste,Minas Brasil,25/08/18,Avenida das Castanholas,246
1581895,289000,80,-19.82523,-43.972786,1,1,0,1,1,1,pampulha,Santa Mônica,25/08/18,Rua Coelho Neto,210
44737,290661,46.64,-19.9680522,-43.9840269,2,1,0,1,1,313.81,oeste,Palmeiras,25/08/18,Rua Senhora do Porto,1600
44738,291335,46.64,-19.9680522,-43.9840269,2,1,0,1,1,0.01,oeste,Palmeiras,25/08/18,Rua Senhora do Porto,1600
3253769,293357,46.6,-19.9680522,-43.9840269,2,2,0,1,1,407.21,oeste,Palmeiras,25/08/18,Rua Senhora do Porto,1600
3253770,294032,45.6,-19.9680522,-43.9840269,2,2,0,1,1,407.21,oeste,Palmeiras,25/08/18,Rua Senhora do Porto,1600
44724,294093,47.07,-19.9680522,-43.9840269,2,1,0,1,1,1,oeste,Palmeiras,25/08/18,Rua Senhora do Porto,1600
32199,295087.5,62.69,-19.9224909,-44.009551,3,2,1,2,0,368.8,noroeste,Minas Brasil,25/08/18,Avenida das Castanholas,246
38968,295087.5,62.69,-19.92223,-44.0103736,3,1,1,2,135,368.8,noroeste,Minas Brasil,25/08/18,Avenida das Castanholas,246
39021,295087.5,62.69,-19.92223,-44.0103736,3,1,1,2,135,368.8,noroeste,Dom Cabral,25/08/18,Avenida das Castanholas,246
39030,295087.5,62.69,-19.92223,-44.0103736,3,1,1,2,135,368.8,noroeste,João Pinheiro,25/08/18,Avenida das Castanholas,246
44726,296868,47.07,-19.9680528,-43.9840327,2,1,0,1,1,0.01,oeste,Palmeiras,25/08/18,Rua Senhora do Porto,1600
3253768,298256,47.1,-19.9680522,-43.9840269,2,2,0,1,1,407.21,oeste,Palmeiras,25/08/18,Rua Senhora do Porto,1600
1581592,299000,80,-19.8252591,-43.9728413,2,1,0,1,1,1,pampulha,Santa Mônica,25/08/18,Rua Coelho Neto,210
3253766,300337,47.1,-19.9680522,-43.9840269,2,2,0,1,1,407.21,oeste,Palmeiras,25/08/18,Rua Senhora do Porto,1600
3241055,301031,47.07,-19.9680522,-43.9840269,2,1,0,1,1,0.01,oeste,Palmeiras,25/08/18,Rua Senhora do Porto,1600
39036,304530.3,62.69,-19.92223,-44.0103736,3,1,1,2,135,368.8,noroeste,Dom Cabral,25/08/18,Avenida das Castanholas,246
39078,304530.3,62.69,-19.92223,-44.0103736,3,1,1,2,135,368.8,noroeste,João Pinheiro,25/08/18,Avenida das Castanholas,246
39083,304530.3,62.69,-19.92223,-44.0103736,3,1,1,2,135,368.8,noroeste,Minas Brasil,25/08/18,Avenida das Castanholas,246
39085,304530.3,62.69,-19.92223,-44.0103736,3,1,1,2,135,368.8,noroeste,Dom Cabral,25/08/18,Avenida das Castanholas,246
39091,304530.3,62.69,-19.92223,-44.0103736,3,1,1,2,135,368.8,noroeste,João Pinheiro,25/08/18,Avenida das Castanholas,246
172874,304530.3,62.69,-19.92223,-44.0103736,3,2,1,2,135,368.8,noroeste,Dom Cabral,25/08/18,Avenida das Castanholas,246
362400,304530.3,62.69,-19.9225461,-44.0096433,3,1,1,2,135,368.8,noroeste,Dom Bosco,25/08/18,Avenida das Castanholas,246
341820,309000,52.7,-19.9153853,-43.9281332,2,1,0,1,98,390,leste,Floresta,25/08/18,Avenida do Contorno,2250
3243472,310000,79.45,-19.9822725,-43.9795821,3,1,1,1,90.81,315,oeste,Buritis,25/08/18,Avenida Senador José Augusto,80
3248774,325000,140,-19.8344197,-43.9679731,3,1,0,1,75.74,60,pampulha,Santa Branca,25/08/18,Rua Júlio Diniz,604
44762,329000,69.27,-19.9680528,-43.9840327,3,2,1,1,1,407,oeste,Palmeiras,25/08/18,Rua Senhora do Porto,1600
44775,329000,69.27,-19.9680528,-43.9840327,3,2,1,1,1,1,oeste,Palmeiras,25/08/18,Rua Senhora do Porto,1600
44777,329000,69.27,-19.9680528,-43.9840327,3,2,1,1,1,407.21,oeste,Palmeiras,25/08/18,Rua Senhora do Porto,1600
350188,330000,67.29,-19.9683392,-43.9655367,3,2,1,1,80.84,250,oeste,Buritis,25/08/18,Rua Vitorio Magnavacca,145
362428,334039.05,109.98,-19.9223863,-44.0096859,2,1,1,1,135,368.8,noroeste,Minas Brasil,25/08/18,Avenida das Castanholas,246
362429,334039.05,109.98,-19.9223863,-44.0096859,2,1,1,1,135,368.8,noroeste,Dom Cabral,25/08/18,Avenida das Castanholas,246
3243228,335000,111.37,-19.9622645,-43.9655979,4,2,1,1,77.2,450,oeste,Estoril,25/08/18,Rua Paulo Piedade Campos - lado par,680
3254663,335000,78,-19.976613,-43.9639571,3,2,1,2,119,430,oeste,Buritis,25/08/18,Rua Laura Soares Carneiro,77
1700618,349000,80,-19.969076,-43.966743,3,2,1,1,85.41,280,oeste,Buritis,25/08/18,Rua Engenheiro Alberto Pontes,407
3255390,349000,69.27,-19.9680522,-43.9840269,3,2,1,2,1,407,oeste,Palmeiras,25/08/18,Rua Senhora do Porto,1600
3243728,350000,70,-19.8773581,-43.9820917,2,2,1,2,160,200,pampulha,Ouro Preto,25/08/18,Rua Júlio Soares Santana,369
3256130,350000,100,-19.9386319,-43.916565,3,3,1,1,117,630,centro-sul,Serra,25/08/18,Rua Laguna,18
25790,362000,60.5,-19.8618619,-43.9409786,2,1,1,2,1,200,pampulha,Dona Clara,25/08/18,Rua Bento Mendes Castanheira,40
1527623,380000,80,-19.9489953,-43.9706827,3,2,1,2,124.18,300,oeste,Jardim América,25/08/18,Rua Lindolfo de Azevedo,2533
3249508,385000,80,-19.8790672,-43.9255179,3,2,1,2,80,250,nordeste,União,25/08/18,Rua Lorca,59
44743,398823,69.27,-19.9680528,-43.9840327,3,2,1,1,1,407,oeste,Palmeiras,25/08/18,Rua Senhora do Porto,1600
2760285,404000,85,-19.972087,-43.9668257,3,2,1,1,141.09,446,oeste,Buritis,25/08/18,Avenida Professor Mário Werneck,2377
44744,406450,69.27,-19.9680528,-43.9840327,3,2,1,1,1,407,oeste,Palmeiras,25/08/18,Rua Senhora do Porto,1600
44763,406450,69.27,-19.9680528,-43.9840327,3,2,1,1,1,407,oeste,Palmeiras,25/08/18,Rua Senhora do Porto,1600
44774,406602,69.27,-19.9680528,-43.9840327,3,2,1,1,1,407.21,oeste,Palmeiras,25/08/18,Rua Senhora do Porto,1600
3253754,410264,69.3,-19.9680522,-43.9840269,3,2,1,1,1,407.21,oeste,Palmeiras,25/08/18,Rua Senhora do Porto,1600
44776,410492,69.27,-19.9680528,-43.9840327,3,2,1,1,1,1,oeste,Palmeiras,25/08/18,Rua Senhora do Porto,1600
3246768,420000,110,-19.932185,-43.964464,3,2,1,2,115,265,oeste,Barroca,25/08/18,Rua Pedra Bonita,1271
3240156,430000,110,-19.8893851,-43.9307087,3,2,1,2,117,420,nordeste,Silveira,25/08/18,Rua Everardo Vieira,240
44778,431344,69.27,-19.9680528,-43.9840327,3,2,1,2,1,407.21,oeste,Palmeiras,25/08/18,Rua Senhora do Porto,1600
3253763,439326,69.27,-19.9680522,-43.9840269,3,2,1,2,1,407.21,oeste,Palmeiras,25/08/18,Rua Senhora do Porto,1600
44767,441020,69.27,-19.9680522,-43.9840269,3,2,1,2,1,407,oeste,Palmeiras,25/08/18,Rua Senhora do Porto,1600
3253767,444188,69.27,-19.9680522,-43.9840269,3,2,1,2,1,407.21,oeste,Palmeiras,25/08/18,Rua Senhora do Porto,1600
44780,445217,69.27,-19.9680528,-43.9840327,3,2,1,2,111.11,0.01,oeste,Palmeiras,25/08/18,Rua Senhora do Porto,1600
44783,446133,69.27,-19.9680528,-43.9840327,3,2,1,2,11.11,0.01,oeste,Palmeiras,25/08/18,Rua Senhora do Porto,1600
3253765,447106,69.27,-19.9680522,-43.9840269,3,2,1,2,1,407.21,oeste,Palmeiras,25/08/18,Rua Senhora do Porto,1600
169846,448000,82.1,-19.890739,-43.943923,3,2,1,2,145,300,nordeste,Renascença,25/08/18,Rua Cônego Santana,483
3253773,448721,69.27,-19.9680522,-43.9840269,3,2,1,2,1,407.21,oeste,Palmeiras,25/08/18,Rua Senhora do Porto,1600
3253764,449145,69.27,-19.9680522,-43.9840269,3,2,1,2,1,407.21,oeste,Palmeiras,25/08/18,Rua Senhora do Porto,1600
168039,450000,40.26,-19.9776671,-43.9790929,1,1,0,1,170.14,389.58,oeste,Buritis,25/08/18,Rua Ignácio Alves Martins,191
3253775,450647,69.27,-19.9680522,-43.9840269,3,2,1,2,1,407.21,oeste,Palmeiras,25/08/18,Rua Senhora do Porto,1600
130136,460000,78,-19.918917,-43.960687,3,2,1,2,142.49,687.88,oeste,Prado,25/08/18,Rua Mercês,29
1526360,460000,96,-19.9527726,-43.9775361,3,3,1,2,136.54,250,oeste,Havaí,25/08/18,Rua Lírio Montanhes,204
